delivery_id,order_id,delivery_status,delivery_time,rider_id
63,6228,Delivered,00:16:28,1
64,4110,Delivered,00:29:26,10
65,9993,Delivered,00:31:13,9
66,9776,Delivered,00:15:06,7
67,5374,Delivered,00:32:05,8
68,4840,Delivered,00:21:04,13
69,6597,Delivered,00:22:02,10
70,1722,Delivered,00:18:49,4
71,8197,Delivered,00:24:46,7
72,1874,Delivered,00:13:44,10
73,2005,Delivered,00:28:44,13
74,7147,Delivered,00:27:35,12
75,5345,Delivered,00:32:25,9
76,1921,Delivered,00:35:15,2
77,760,Delivered,00:22:13,12
78,3817,Delivered,00:19:10,15
80,7832,Delivered,00:18:55,13
81,9937,Delivered,00:14:53,5
82,1588,Delivered,00:32:51,9
83,5005,Delivered,00:31:43,1
84,7111,Delivered,00:19:33,2
85,2829,Not Delivered,,4
86,2540,Delivered,00:34:28,4
87,7789,Delivered,00:12:26,2
88,4492,Delivered,00:29:25,11
89,3355,Delivered,00:21:24,12
90,6174,Delivered,00:33:19,8
91,6588,Delivered,00:32:56,8
92,3642,Not Delivered,,8
93,2385,Delivered,00:28:34,15
94,3488,Not Delivered,,14
95,8100,Delivered,00:18:22,2
96,9570,Delivered,00:26:21,12
97,771,Delivered,00:11:17,14
98,4629,Delivered,00:11:17,1
99,5882,Delivered,00:11:10,5
100,6893,Delivered,00:32:08,9
101,3371,Not Delivered,,12
102,2217,Delivered,00:20:05,9
103,3954,Delivered,00:31:05,8
104,1498,Delivered,00:29:00,10
105,9460,Delivered,00:10:36,5
106,564,Delivered,00:23:35,9
107,4591,Delivered,00:21:28,15
108,7949,Delivered,00:21:27,10
109,4392,Delivered,00:15:22,7
110,8613,Order,,13
111,7542,Delivered,00:16:59,2
112,4090,Delivered,00:23:53,9
113,1942,Delivered,00:30:48,14
114,1441,Delivered,00:14:40,9
115,2746,Not Delivered,,4
116,7870,Delivered,00:30:15,2
117,8959,Delivered,00:28:15,11
119,4984,Delivered,00:30:51,4
120,6434,Delivered,00:08:49,11
121,3697,Not Delivered,,13
122,5179,Delivered,00:15:15,2
123,9927,Delivered,00:08:15,12
124,3693,Not Delivered,,4
125,9807,Delivered,00:20:46,2
126,9895,Delivered,00:08:24,12
127,3440,Delivered,00:12:23,2
128,9793,Delivered,00:19:22,12
129,9507,Delivered,00:08:11,5
130,5170,Delivered,00:21:54,1
131,3441,Order,,4
132,2533,Delivered,00:18:43,1
133,8772,Delivered,00:11:41,10
134,5539,Delivered,00:27:19,12
135,4560,Delivered,00:21:17,9
136,287,Delivered,00:14:14,7
137,9759,Delivered,00:05:13,2
138,9757,Delivered,00:19:04,3
139,3434,Not Delivered,,10
140,8348,Delivered,00:21:57,10
141,7723,Delivered,00:10:33,7
142,656,Delivered,00:25:31,12
143,3068,Delivered,00:21:28,13
144,7431,Delivered,00:17:08,8
145,7932,Delivered,00:11:07,15
146,5536,Delivered,00:11:52,15
147,186,Delivered,00:10:49,14
148,6331,Delivered,00:26:49,6
149,6353,Delivered,00:04:48,3
150,2061,Delivered,00:17:42,9
151,4172,Delivered,00:06:38,4
152,5494,Delivered,00:14:35,13
153,1825,Delivered,00:04:26,5
154,399,Delivered,00:21:25,3
155,9150,Delivered,00:19:24,13
156,6149,Delivered,00:22:22,10
157,9487,Delivered,00:08:20,9
158,8483,Delivered,00:05:13,1
159,1105,Delivered,00:13:08,1
160,7209,Delivered,00:16:00,5
161,6007,Delivered,00:17:53,10
162,1387,Delivered,00:23:50,12
163,454,Delivered,00:15:35,13
164,3913,Delivered,00:04:35,6
165,4119,Delivered,00:06:27,11
166,401,Delivered,00:15:13,12
167,133,Delivered,00:24:04,10
169,2945,Delivered,00:12:50,14
170,3802,Delivered,00:05:40,2
171,6837,Delivered,00:06:32,9
172,101,Delivered,00:24:28,3
173,8589,Order,,9
174,5694,Delivered,00:04:16,5
175,7710,Delivered,00:15:05,14
176,7505,Delivered,00:23:04,14
177,925,Delivered,00:03:03,14
178,7569,Delivered,00:17:03,5
179,1696,Delivered,00:14:00,7
180,6860,Delivered,00:16:53,1
181,8730,Delivered,00:02:53,5
182,8344,Delivered,00:05:52,2
183,4743,Delivered,00:10:37,2
184,8398,Delivered,00:06:33,6
185,6705,Delivered,00:12:32,11
186,9954,Delivered,00:19:25,15
188,6602,Delivered,00:21:22,11
189,4817,Delivered,00:16:20,5
190,9492,Delivered,00:08:20,12
191,1205,Delivered,00:06:19,8
192,249,Delivered,00:09:14,10
193,1652,Delivered,00:19:14,8
194,6661,Delivered,00:22:11,5
195,9136,Delivered,00:00:01,1
196,8923,Delivered,23:59:56,5
197,2638,Delivered,00:18:52,3
198,9087,Delivered,23:59:47,13
199,2152,Delivered,00:13:29,1
200,8537,Not Delivered,,11
201,3158,Order,,3
202,2837,Delivered,00:02:03,15
203,601,Delivered,00:01:56,7
204,2209,Delivered,00:19:47,4
205,9074,Delivered,00:00:47,14
206,291,Delivered,00:11:31,8
207,7674,Delivered,00:19:12,3
208,2711,Delivered,00:19:58,9
209,6503,Delivered,00:17:54,12
210,8592,Order,,5
211,1706,Delivered,00:16:50,9
212,2366,Delivered,23:59:49,4
213,8265,Delivered,00:01:22,11
214,9023,Delivered,00:09:21,12
215,3136,Not Delivered,,4
216,6611,Delivered,00:17:12,14
217,453,Delivered,00:09:58,5
218,2111,Delivered,00:18:56,5
219,8216,Delivered,00:17:39,13
220,5290,Delivered,00:10:28,10
221,5309,Delivered,00:01:02,12
222,4379,Delivered,00:05:53,1
223,7536,Delivered,00:06:51,7
224,4548,Delivered,00:11:34,12
225,2387,Delivered,00:17:29,15
226,4385,Delivered,23:56:25,13
227,806,Delivered,00:12:23,6
228,6435,Delivered,00:01:06,12
229,1737,Delivered,00:06:05,8
230,1043,Delivered,23:58:03,13
231,4254,Delivered,00:06:02,11
232,9213,Delivered,00:03:54,2
233,4259,Delivered,00:06:53,2
234,3180,Order,,5
235,411,Delivered,00:08:51,13
236,9829,Delivered,00:05:48,9
237,4583,Delivered,00:05:38,2
238,7627,Delivered,00:11:38,6
239,2768,Not Delivered,,10
240,833,Delivered,00:12:27,10
241,4682,Delivered,00:05:17,15
242,7032,Delivered,23:54:13,7
243,4275,Delivered,00:10:01,3
244,5626,Delivered,23:54:41,5
245,7881,Delivered,00:12:22,2
246,485,Delivered,00:02:12,15
247,8789,Delivered,00:04:08,10
248,7154,Delivered,00:08:02,6
249,4935,Delivered,00:01:53,1
250,1384,Delivered,00:04:52,7
251,1382,Delivered,00:10:49,13
252,1918,Delivered,00:03:43,1
253,8510,Delivered,00:10:42,2
254,5431,Delivered,00:03:39,15
255,1307,Delivered,00:10:26,14
256,8331,Delivered,00:15:26,1
257,3137,Order,,14
258,7894,Delivered,23:59:21,3
259,9351,Delivered,23:55:05,7
260,7643,Delivered,00:00:58,4
261,4915,Delivered,00:10:47,10
262,942,Delivered,23:55:40,8
263,6129,Delivered,23:51:33,5
264,2119,Delivered,00:10:31,3
265,5293,Delivered,23:57:26,5
266,2732,Delivered,00:14:22,2
267,7448,Delivered,00:09:21,11
268,5353,Delivered,00:04:13,12
269,6330,Delivered,00:03:11,5
270,306,Delivered,23:58:00,1
271,3118,Not Delivered,,3
272,7964,Delivered,23:53:32,11
273,9529,Delivered,23:53:31,5
274,2050,Delivered,23:59:18,12
275,197,Delivered,23:52:07,13
276,2811,Not Delivered,,7
277,216,Delivered,23:49:58,2
278,5901,Delivered,00:07:51,14
279,7088,Delivered,00:05:44,8
280,933,Delivered,23:50:43,15
281,9640,Delivered,23:52:37,1
282,1169,Delivered,00:09:35,2
283,6387,Delivered,00:02:27,2
284,3343,Not Delivered,,2
285,6544,Delivered,23:53:13,9
286,1012,Delivered,23:52:06,8
287,3864,Delivered,00:09:53,8
288,2767,Not Delivered,,4
289,4186,Delivered,23:53:32,2
290,6462,Delivered,00:04:20,8
291,8032,Delivered,00:02:20,8
292,2294,Delivered,23:49:16,11
293,9463,Delivered,00:02:04,10
294,1660,Delivered,23:58:03,13
295,3679,Order,,8
296,8934,Delivered,23:57:49,11
297,8354,Delivered,23:56:37,4
299,4540,Delivered,23:49:22,11
301,7476,Delivered,23:50:02,4
302,6318,Delivered,00:06:58,13
303,7324,Delivered,00:08:58,13
304,1550,Delivered,23:57:53,9
305,608,Delivered,23:47:48,6
306,1113,Delivered,23:51:39,13
307,9631,Delivered,23:50:36,15
308,3187,Delivered,23:48:35,12
309,3487,Order,,3
310,482,Delivered,23:51:27,15
311,8027,Delivered,00:08:27,10
312,2770,Not Delivered,,5
313,8734,Delivered,00:02:06,2
314,5599,Delivered,23:58:52,1
315,2935,Delivered,23:49:47,3
316,4646,Delivered,00:07:44,2
317,6850,Delivered,23:51:30,2
318,5923,Delivered,00:06:29,1
319,9378,Delivered,00:06:27,13
320,4216,Delivered,00:06:26,6
321,2283,Delivered,23:55:11,11
322,4618,Delivered,23:54:07,2
323,5429,Delivered,23:45:53,11
324,6002,Delivered,00:02:53,15
325,5445,Delivered,00:07:48,10
326,8058,Delivered,23:53:42,5
327,3692,Order,,9
328,1235,Delivered,23:54:07,1
329,7491,Delivered,00:06:07,11
330,2576,Delivered,23:48:02,6
331,6096,Delivered,00:04:59,15
332,4643,Delivered,23:57:23,14
333,3625,Order,,11
334,5028,Delivered,00:06:18,7
335,2201,Delivered,23:44:15,2
336,9963,Delivered,00:00:09,13
337,3007,Delivered,23:47:01,11
338,8482,Delivered,23:43:51,6
339,8707,Delivered,23:49:47,14
340,764,Delivered,23:46:35,14
341,5068,Delivered,00:05:28,2
342,8289,Delivered,23:48:22,2
343,8929,Delivered,23:52:17,7
344,6610,Delivered,23:46:15,14
345,2762,Not Delivered,,10
346,6981,Delivered,23:48:09,2
347,6815,Delivered,23:54:00,14
348,6802,Delivered,23:44:54,5
349,447,Delivered,23:51:47,3
350,7404,Delivered,23:51:42,1
351,5316,Delivered,23:56:31,11
352,3935,Delivered,23:42:27,12
353,9240,Delivered,23:53:25,3
354,2678,Not Delivered,,6
355,6952,Delivered,23:56:49,14
356,2223,Delivered,23:46:47,15
357,3087,Delivered,23:55:45,5
358,9646,Delivered,23:44:41,4
359,9071,Delivered,23:48:02,15
360,2987,Not Delivered,,8
361,3949,Delivered,23:49:54,5
362,6478,Delivered,23:42:43,4
364,6991,Delivered,23:45:31,9
365,3223,Order,,1
366,2677,Delivered,23:42:24,13
367,8466,Not Delivered,,10
368,6721,Delivered,00:02:08,14
369,4223,Delivered,23:53:02,12
370,9685,Delivered,23:52:56,6
371,5814,Delivered,23:48:54,15
372,6986,Delivered,23:53:43,14
373,4693,Delivered,23:54:41,1
374,5346,Delivered,23:39:34,11
375,6402,Delivered,23:43:34,2
376,7164,Delivered,23:44:34,2
377,4731,Delivered,23:59:25,3
378,6266,Delivered,23:48:06,2
379,5324,Delivered,23:40:58,3
380,535,Delivered,23:55:50,8
381,259,Delivered,23:40:49,10
382,6264,Delivered,23:45:34,12
383,9878,Delivered,23:50:29,9
384,9771,Delivered,23:57:27,9
385,6073,Delivered,23:51:14,5
386,8842,Delivered,23:46:09,12
388,828,Delivered,23:41:01,2
389,611,Delivered,23:39:54,5
390,6568,Delivered,23:45:26,3
391,3590,Not Delivered,,10
392,3059,Not Delivered,,9
393,6360,Delivered,23:37:57,8
394,1702,Delivered,23:42:47,6
395,5087,Delivered,23:54:47,12
396,9772,Delivered,23:48:35,15
397,5967,Delivered,23:51:32,1
398,6482,Delivered,23:43:31,7
399,2079,Delivered,23:58:19,7
400,1151,Delivered,23:50:09,14
401,4139,Delivered,23:47:57,2
402,5338,Delivered,23:57:53,10
403,2381,Delivered,23:48:42,8
404,4018,Delivered,23:35:42,15
405,7059,Delivered,23:36:39,11
406,8757,Delivered,23:39:32,7
407,1858,Delivered,23:51:31,13
408,5059,Delivered,23:42:27,14
409,8218,Delivered,23:52:24,14
410,2568,Delivered,23:35:22,4
411,8328,Delivered,23:55:12,2
412,6355,Delivered,23:43:57,7
413,5370,Delivered,23:44:52,13
414,7971,Delivered,23:56:52,15
415,6443,Delivered,23:44:50,5
417,7564,Delivered,23:42:48,7
418,9414,Delivered,23:49:41,10
419,3673,Delivered,23:56:34,9
420,2883,Not Delivered,,11
421,4227,Delivered,23:36:24,15
422,7068,Delivered,23:53:22,1
423,8908,Delivered,23:42:20,9
424,6213,Delivered,23:53:14,4
425,4594,Delivered,23:47:10,9
426,9279,Delivered,23:50:07,12
427,1450,Delivered,23:36:56,8
428,8512,Order,,9
429,8702,Delivered,23:38:19,5
430,1153,Delivered,23:54:50,5
431,5880,Delivered,23:31:43,6
432,1122,Delivered,23:44:32,5
433,6361,Delivered,23:31:29,5
434,1394,Delivered,23:33:28,15
435,7788,Delivered,23:50:21,10
436,1170,Delivered,23:40:18,4
437,5893,Delivered,23:36:17,11
438,3295,Delivered,23:38:13,9
439,2911,Not Delivered,,14
440,9096,Delivered,23:49:48,2
441,3832,Delivered,23:37:44,10
442,7745,Delivered,23:53:44,14
443,9748,Delivered,23:35:38,6
444,3304,Order,,5
445,6793,Delivered,23:40:30,7
446,4160,Delivered,23:38:27,8
447,2700,Not Delivered,,9
448,6027,Delivered,23:33:16,9
449,7191,Delivered,23:47:13,8
450,8055,Delivered,23:46:07,1
451,7188,Delivered,23:48:05,15
452,5195,Delivered,23:42:04,1
453,738,Delivered,23:43:59,2
454,119,Delivered,23:32:57,8
455,5369,Delivered,23:39:56,6
456,4884,Delivered,23:48:43,11
457,1062,Delivered,23:35:36,5
458,2784,Delivered,23:49:06,3
459,3265,Not Delivered,,5
460,5890,Delivered,23:46:39,5
461,5211,Delivered,23:43:35,10
462,461,Delivered,23:47:28,11
463,8078,Delivered,23:47:26,13
464,1847,Delivered,23:30:19,10
465,6099,Delivered,23:44:17,5
466,8971,Delivered,23:40:05,9
467,337,Delivered,23:49:30,8
468,8110,Delivered,23:35:27,10
469,6066,Delivered,23:41:17,10
470,4063,Delivered,23:30:16,10
471,4671,Delivered,23:35:07,2
472,2826,Delivered,23:40:02,1
473,8263,Delivered,23:27:00,10
474,7982,Delivered,23:48:59,6
475,8763,Delivered,23:46:50,2
476,3521,Delivered,23:40:49,9
477,8939,Delivered,23:45:48,6
478,152,Delivered,23:27:39,1
479,9214,Delivered,23:28:37,14
480,7421,Delivered,23:28:36,8
481,4114,Delivered,23:29:23,12
482,6841,Delivered,23:29:15,6
483,2810,Delivered,23:32:10,6
484,1826,Delivered,23:29:48,6
485,6003,Delivered,23:31:48,8
486,8869,Delivered,23:38:34,8
487,2873,Delivered,23:48:33,8
488,6479,Delivered,23:39:33,14
489,9339,Delivered,23:27:30,2
490,9809,Delivered,23:35:29,13
491,3620,Not Delivered,,14
492,4147,Delivered,23:40:04,11
493,2687,Delivered,23:38:56,2
494,1816,Delivered,23:26:53,14
495,9671,Delivered,23:40:52,5
496,1768,Delivered,23:38:43,3
497,4873,Delivered,23:37:42,11
498,8679,Delivered,23:46:37,2
499,1074,Delivered,23:30:25,4
500,9552,Delivered,23:24:23,9
501,7596,Delivered,23:45:22,15
502,2425,Delivered,23:27:11,8
503,9802,Delivered,23:32:07,15
504,8187,Delivered,23:37:02,11
505,7463,Delivered,23:43:57,7
506,7325,Delivered,23:28:54,2
507,1926,Delivered,23:33:52,7
508,7085,Delivered,23:27:42,11
509,2408,Delivered,23:36:41,7
511,583,Delivered,23:39:19,8
512,5709,Delivered,23:35:13,12
513,4437,Delivered,23:33:05,8
514,1371,Delivered,23:41:59,11
516,6059,Delivered,23:43:51,5
517,9314,Delivered,23:39:51,8
518,1761,Delivered,23:43:39,6
519,3782,Delivered,23:36:35,8
520,9047,Delivered,23:26:32,1
521,2438,Delivered,23:28:27,15
522,2664,Not Delivered,,3
523,1553,Delivered,23:38:19,5
524,7246,Delivered,23:41:14,15
525,1229,Delivered,23:42:12,5
526,9603,Delivered,23:41:09,10
527,2272,Delivered,23:30:07,13
528,6847,Delivered,23:23:06,2
530,7610,Delivered,23:32:03,10
531,4435,Delivered,23:39:01,12
532,5349,Delivered,23:40:00,8
533,6101,Delivered,23:28:52,3
534,8247,Delivered,23:39:45,15
535,6189,Delivered,23:34:41,2
536,9596,Delivered,23:30:40,3
537,2929,Delivered,23:22:35,3
538,5565,Delivered,23:37:33,10
539,1530,Delivered,23:36:30,7
540,6670,Delivered,23:32:26,5
541,9427,Delivered,23:42:14,9
542,2447,Not Delivered,,4
543,7049,Delivered,23:25:00,14
544,2334,Delivered,23:23:56,3
545,9135,Delivered,23:37:56,11
546,9450,Delivered,23:34:56,7
547,1814,Delivered,23:39:29,12
548,1420,Delivered,23:40:25,1
549,9084,Delivered,23:28:23,10
550,574,Delivered,23:24:21,2
551,2947,Not Delivered,,1
552,5062,Delivered,23:28:19,15
553,125,Delivered,23:36:17,11
554,3807,Delivered,23:33:15,9
555,4008,Delivered,23:21:03,10
556,7345,Delivered,23:34:01,6
557,2785,Delivered,23:30:49,1
558,1334,Delivered,23:42:36,15
559,3937,Delivered,23:38:29,13
560,6771,Delivered,23:23:27,2
561,9429,Delivered,23:32:20,9
562,269,Delivered,23:26:15,3
563,4524,Delivered,23:27:52,9
564,2701,Delivered,23:22:51,6
565,9680,Delivered,23:26:33,7
566,9966,Delivered,23:33:17,14
567,4177,Delivered,23:18:13,12
568,6655,Delivered,23:37:12,15
569,140,Delivered,23:39:10,9
570,167,Delivered,23:37:09,3
571,7603,Delivered,23:21:08,6
572,4032,Delivered,23:37:01,7
573,8192,Delivered,23:40:47,11
574,8744,Delivered,23:21:43,9
575,2355,Delivered,23:17:42,15
576,813,Delivered,23:39:40,15
577,3527,Order,,11
578,8997,Delivered,23:34:22,13
579,8389,Delivered,23:27:05,12
580,2126,Delivered,23:38:57,5
581,3384,Delivered,23:34:55,10
582,7958,Delivered,23:30:55,9
583,2836,Delivered,23:36:54,7
584,4471,Delivered,23:32:48,5
585,3881,Delivered,23:33:44,3
586,4330,Delivered,23:38:35,1
587,5991,Delivered,23:18:33,2
588,396,Delivered,23:30:15,10
589,708,Delivered,23:21:15,1
590,5903,Delivered,23:26:09,6
591,7226,Delivered,23:18:05,14
592,8604,Not Delivered,,7
593,1261,Delivered,23:22:55,7
594,7681,Delivered,23:26:49,11
595,7123,Delivered,23:19:42,14
596,7865,Delivered,23:28:29,8
597,9316,Delivered,23:19:15,13
598,1981,Delivered,23:31:08,15
599,7205,Delivered,23:19:06,11
600,6724,Delivered,23:23:04,10
601,2162,Delivered,23:28:56,7
602,5782,Delivered,23:16:55,12
603,4676,Delivered,23:27:52,10
604,8293,Delivered,23:30:37,7
605,1031,Delivered,23:15:31,8
606,1967,Delivered,23:16:30,5
607,6148,Delivered,23:18:28,12
608,9951,Delivered,23:36:19,8
609,2694,Not Delivered,,2
610,1655,Delivered,23:30:00,8
611,7744,Delivered,23:22:51,2
612,6341,Delivered,23:21:41,7
613,7432,Delivered,23:34:33,11
614,5934,Delivered,23:26:26,5
615,3842,Delivered,23:25:09,7
616,628,Delivered,23:20:06,1
617,3128,Order,,5
620,5198,Delivered,23:15:42,7
621,9060,Delivered,23:13:41,10
622,2322,Delivered,23:13:38,14
623,2391,Delivered,23:24:33,9
624,4396,Delivered,23:35:17,10
625,9334,Delivered,23:29:16,7
626,7695,Delivered,23:23:12,4
627,6105,Delivered,23:31:06,14
628,4009,Delivered,23:12:48,10
629,2372,Delivered,23:11:38,12
630,7222,Delivered,23:24:20,5
631,4647,Delivered,23:15:17,5
632,6310,Delivered,23:22:02,11
633,5714,Delivered,23:20:00,4
634,3500,Delivered,23:15:53,6
635,5544,Delivered,23:10:51,2
636,7482,Delivered,23:21:44,2
637,3204,Order,,12
638,6261,Delivered,23:26:25,6
639,2538,Delivered,23:12:20,7
640,246,Delivered,23:26:12,10
641,3718,Order,,3
642,3483,Delivered,23:26:56,8
643,274,Delivered,23:16:34,3
644,5898,Delivered,23:11:29,1
645,1928,Delivered,23:13:21,4
646,4135,Delivered,23:24:21,9
647,9486,Delivered,23:26:58,11
648,7197,Delivered,23:10:55,8
649,1709,Delivered,23:20:54,9
650,577,Delivered,23:30:45,10
651,1044,Delivered,23:09:42,13
653,2661,Delivered,23:09:37,5
654,334,Delivered,23:26:36,7
655,586,Delivered,23:10:33,5
656,4971,Delivered,23:16:23,3
657,6639,Delivered,23:22:14,1
658,6978,Delivered,23:16:12,15
659,2900,Delivered,23:20:10,3
660,7880,Delivered,23:31:08,3
661,6285,Delivered,23:21:03,7
662,4173,Delivered,23:25:59,10
663,6058,Delivered,23:18:59,14
664,3478,Not Delivered,,5
665,1482,Delivered,23:15:48,6
666,2052,Delivered,23:18:31,4
667,2132,Delivered,23:07:28,4
668,2988,Not Delivered,,9
669,9072,Delivered,23:12:19,7
670,7176,Delivered,23:24:08,15
671,664,Delivered,23:15:59,6
672,883,Delivered,23:21:57,3
673,5420,Delivered,23:23:50,2
674,6357,Delivered,23:08:49,1
675,757,Delivered,23:07:48,5
676,4417,Delivered,23:20:29,9
677,2953,Delivered,23:11:16,10
678,7471,Delivered,23:26:14,12
679,8358,Delivered,23:08:12,9
680,9700,Delivered,23:27:05,13
681,1133,Delivered,23:11:04,14
682,2806,Delivered,23:13:04,7
683,8056,Delivered,23:17:01,4
684,8933,Delivered,23:26:55,10
685,321,Delivered,23:16:43,12
686,8276,Delivered,23:22:41,5
687,9107,Delivered,23:25:35,2
688,4810,Delivered,23:06:29,12
689,3601,Order,,6
690,1049,Delivered,23:07:14,1
691,1200,Delivered,23:05:14,7
692,9648,Delivered,23:26:02,2
693,445,Delivered,23:13:59,9
694,6267,Delivered,23:15:51,15
695,8037,Delivered,23:20:50,3
696,9801,Delivered,23:17:48,7
697,4463,Delivered,23:24:46,2
698,5641,Delivered,23:08:19,9
699,7090,Delivered,23:20:19,11
700,2171,Delivered,23:19:11,4
701,3436,Delivered,23:13:59,3
702,4380,Delivered,23:15:58,15
703,3025,Not Delivered,,6
704,1620,Delivered,23:06:47,4
705,2803,Not Delivered,,3
706,5936,Delivered,23:08:32,12
707,4300,Delivered,23:24:27,12
708,5963,Delivered,23:21:26,12
709,6132,Delivered,23:13:17,8
710,3562,Not Delivered,,8
711,7582,Delivered,23:13:26,14
712,2707,Not Delivered,,6
713,2754,Not Delivered,,11
714,1400,Delivered,23:13:03,5
715,5854,Delivered,23:15:52,2
716,7333,Delivered,23:17:43,1
717,2997,Not Delivered,,7
718,8113,Delivered,23:02:34,7
719,190,Delivered,23:15:32,3
720,2771,Not Delivered,,6
721,4914,Delivered,23:15:24,5
722,9078,Delivered,23:09:19,12
723,779,Delivered,23:12:12,3
724,1774,Delivered,23:04:10,4
725,7306,Delivered,23:15:04,8
726,9100,Delivered,23:06:00,2
727,3103,Order,,12
728,1370,Delivered,23:11:49,2
729,8986,Delivered,23:15:45,9
730,541,Delivered,23:10:35,9
731,9388,Delivered,23:11:34,14
733,4735,Delivered,23:19:09,15
734,767,Delivered,23:21:07,12
735,2730,Not Delivered,,2
736,9624,Delivered,23:02:51,4
737,325,Delivered,23:12:50,13
738,3089,Delivered,23:04:43,8
739,3801,Delivered,23:14:43,12
740,9639,Delivered,23:12:29,2
741,4025,Delivered,23:15:22,13
742,1399,Delivered,22:59:13,5
743,9609,Delivered,23:11:10,8
744,7335,Delivered,23:06:03,6
745,7131,Delivered,23:07:58,9
746,3061,Delivered,23:15:54,14
747,9424,Delivered,23:09:49,11
748,271,Delivered,23:08:44,3
749,4081,Delivered,23:01:34,1
750,2916,Delivered,23:14:29,6
751,1982,Delivered,23:12:18,5
752,9073,Delivered,23:00:17,1
753,6812,Delivered,23:18:16,4
754,8057,Delivered,23:04:12,12
755,1341,Delivered,23:03:08,2
756,4752,Delivered,23:14:03,1
757,5333,Delivered,23:03:53,2
758,783,Delivered,23:02:48,5
760,8240,Delivered,23:20:33,12
761,5712,Delivered,23:20:15,8
763,3892,Delivered,23:09:02,15
764,2578,Delivered,23:06:46,11
765,3945,Delivered,23:18:44,14
766,9926,Delivered,23:07:43,4
767,8004,Delivered,23:06:39,6
768,2008,Delivered,23:02:32,4
769,6542,Delivered,23:05:03,4
770,9975,Delivered,23:06:57,15
771,4533,Delivered,23:10:54,13
772,7885,Delivered,23:08:45,1
773,2237,Delivered,23:02:44,15
774,3311,Delivered,23:09:43,5
775,2046,Delivered,22:58:41,2
776,2838,Not Delivered,,12
777,872,Delivered,23:09:33,10
778,4800,Delivered,22:58:27,9
779,8843,Delivered,23:12:27,4
780,298,Delivered,22:56:18,9
781,9154,Delivered,23:17:18,6
782,7005,Delivered,23:10:16,6
783,2508,Not Delivered,,10
784,3458,Delivered,23:00:00,7
785,6558,Delivered,23:05:00,10
786,8811,Delivered,23:09:57,10
787,580,Delivered,23:12:53,1
788,9065,Delivered,23:06:37,14
789,6251,Delivered,22:54:28,13
790,9698,Delivered,22:57:25,11
791,3546,Not Delivered,,1
792,6747,Delivered,23:12:23,13
793,3335,Delivered,23:01:13,2
794,4060,Delivered,23:05:13,15
795,7338,Delivered,23:17:00,12
796,875,Delivered,23:16:47,3
797,9658,Delivered,23:02:45,12
798,3632,Delivered,23:06:20,13
799,1736,Delivered,23:04:18,3
800,4413,Delivered,23:00:09,13
801,9998,Delivered,23:13:01,8
802,9120,Delivered,23:11:47,2
803,5952,Delivered,23:11:46,9
804,2686,Not Delivered,,6
805,6808,Delivered,23:09:45,11
806,4023,Delivered,23:15:42,6
807,4755,Delivered,22:59:36,12
808,4328,Delivered,22:57:24,4
809,5097,Delivered,23:06:20,8
810,8618,Order,,8
811,8309,Delivered,23:09:07,6
812,3513,Not Delivered,,5
813,9945,Delivered,23:02:52,13
814,2921,Delivered,22:51:50,12
