"order_id","customer_id","restaurant_id","order_item","order_date","order_time","order_status","total_amount"
2061,15,26,"Masala Dosa","2023-11-23","23:41:42","Completed","354.00"
4172,21,58,"Chole Bhature","2023-05-21","23:41:38","Completed","300.00"
5494,15,12,"Egg Curry","2023-10-20","23:41:35","Completed","328.00"
1825,5,38,"Paneer Butter Masala","2023-05-17","23:41:26","Completed","261.00"
399,13,3,"Samosa","2023-01-30","23:41:25","Completed","337.00"
9150,4,24,"Hyderabadi Biryani","2023-09-07","23:41:24","Completed","627.00"
6149,15,60,"Dal Makhani","2023-04-21","23:41:22","Completed","229.00"
9487,4,37,"Lamb Kebab","2023-09-08","23:41:20","Completed","314.00"
8483,4,52,"Burger","2023-01-04","23:41:13","Completed","343.00"
1105,14,5,"Masala Dosa","2023-08-27","23:41:08","Completed","314.00"
7209,4,28,"Masala Dosa","2023-02-26","23:41:00","Completed","609.00"
6007,19,11,"Mutton Rogan Josh","2023-04-13","23:40:53","Completed","311.00"
1387,3,58,"Chicken Biryani","2023-01-09","23:40:50","Completed","243.00"
454,14,35,"Masala Dosa","2023-02-08","23:40:35","Completed","449.00"
3913,16,23,"Paneer Butter Masala","2023-02-10","23:40:35","Completed","373.00"
4119,21,38,"Chicken Biryani","2023-07-03","23:40:27","Completed","493.00"
401,7,29,"Masala Dosa","2023-04-02","23:40:13","Completed","233.00"
133,6,58,"Mutton Biryani","2023-07-25","23:40:04","Completed","262.00"
8584,7,46,"Masala Dosa","2023-12-30","23:40:01","Not Fulfilled","215.00"
2945,4,35,"Vegetable Fried Rice","2023-10-01","23:39:50","Completed","229.00"
3802,14,59,"Burger","2023-03-26","23:39:40","Completed","350.00"
6837,4,33,"Paneer Butter Masala","2023-05-10","23:39:32","Completed","211.00"
101,7,20,"Pasta Alfredo","2023-08-01","23:39:28","Completed","221.00"
8589,5,36,"Paneer Butter Masala","2023-07-14","23:39:23","Completed","216.00"
5694,22,16,"Grilled Chicken Sandwich","2023-04-24","23:39:16","Completed","373.00"
7710,8,40,"Chicken Biryani","2023-07-11","23:39:05","Completed","548.00"
7505,6,33,"Vegetable Fried Rice","2023-06-01","23:39:04","Completed","214.00"
925,9,31,"Paneer Lababdar","2023-01-04","23:39:03","Completed","339.00"
7569,5,30,"Fish Curry","2023-12-16","23:39:03","Completed","297.00"
1696,6,58,"Grilled Chicken Sandwich","2023-03-17","23:39:00","Completed","346.00"
6860,4,31,"Burger","2023-08-16","23:38:53","Completed","486.00"
8730,4,56,"Hyderabadi Biryani","2023-04-24","23:38:53","Completed","279.00"
8344,4,16,"Lamb Kebab","2023-02-18","23:38:52","Completed","311.00"
4743,16,36,"Grilled Chicken Sandwich","2023-07-10","23:38:37","Completed","306.00"
8398,5,49,"Vegetable Fried Rice","2023-09-19","23:38:33","Completed","319.00"
6705,9,17,"Mutton Rogan Josh","2023-04-26","23:38:32","Completed","651.00"
9954,5,41,"Prawn Masala","2023-03-25","23:38:25","Completed","519.00"
3494,13,38,"Vegetable Fried Rice","2023-08-29","23:38:22","Not Fulfilled","232.00"
6602,4,8,"Chicken Biryani","2023-07-17","23:38:22","Completed","631.00"
4817,21,45,"Prawn Masala","2023-11-19","23:38:20","Completed","332.00"
9492,5,20,"Paneer Lababdar","2023-02-03","23:38:20","Completed","317.00"
1205,13,32,"Pasta Alfredo","2023-08-22","23:38:19","Completed","274.00"
249,8,51,"Grilled Chicken Sandwich","2023-09-04","23:38:14","Completed","301.00"
1652,17,48,"Chicken Tikka","2023-05-26","23:38:14","Completed","267.00"
6661,5,47,"Chicken Biryani","2023-08-15","23:38:11","Completed","212.00"
9136,9,3,"Chole Bhature","2023-10-16","23:38:01","Completed","311.00"
8923,9,51,"Pizza","2023-10-29","23:37:56","Completed","490.00"
2638,14,57,"Paneer Butter Masala","2023-07-05","23:37:52","Completed","203.00"
9087,5,15,"Chicken Shawarma","2023-07-08","23:37:47","Completed","266.00"
2152,11,4,"Dal Makhani","2023-05-25","23:37:29","Completed","286.00"
8537,4,30,"Mutton Rogan Josh","2023-05-03","23:37:28","Completed","583.00"
3158,17,23,"Chicken Biryani","2023-08-20","23:37:14","Completed","293.00"
2837,11,11,"Chole Bhature","2023-01-28","23:37:03","Completed","200.00"
601,11,8,"Paneer Lababdar","2023-09-14","23:36:56","Completed","280.00"
2209,5,33,"Prawn Masala","2023-09-26","23:36:47","Completed","276.00"
9074,4,25,"Paneer Lababdar","2023-10-24","23:36:47","Completed","214.00"
291,6,60,"Dal Makhani","2023-05-21","23:36:31","Completed","318.00"
7674,8,11,"Paneer Butter Masala","2023-06-23","23:36:12","Completed","220.00"
2711,6,42,"Hyderabadi Biryani","2023-04-16","23:35:58","Completed","266.00"
6503,5,39,"Mutton Rogan Josh","2023-02-03","23:35:54","Completed","298.00"
8592,9,41,"Butter Chicken","2023-04-16","23:35:53","Completed","318.00"
1706,1,36,"Pasta Alfredo","2023-01-28","23:35:50","Completed","333.00"
2366,10,48,"Masala Dosa","2023-08-23","23:35:49","Completed","243.00"
8265,5,27,"Paneer Butter Masala","2023-09-29","23:35:22","Completed","685.00"
9023,4,4,"Chicken Tikka","2023-12-15","23:35:21","Completed","297.00"
3136,5,29,"Mutton Rogan Josh","2023-04-01","23:35:13","Completed","485.00"
6611,4,59,"Paneer Butter Masala","2023-04-26","23:35:12","Completed","612.00"
453,8,54,"Paneer Butter Masala","2023-03-30","23:34:58","Completed","525.00"
2111,17,23,"Paneer Butter Masala","2023-08-10","23:34:56","Completed","227.00"
8216,6,2,"Fish Curry","2023-04-14","23:34:39","Completed","216.00"
5290,21,49,"Paneer Tikka","2023-09-19","23:34:28","Completed","546.00"
5309,15,15,"Paneer Tikka","2023-01-14","23:34:02","Completed","222.00"
4379,18,15,"Masala Dosa","2023-05-26","23:33:53","Completed","218.00"
7536,4,28,"Chicken Shawarma","2023-08-22","23:33:51","Completed","316.00"
4548,18,51,"Paneer Lababdar","2023-09-07","23:33:34","Completed","225.00"
2387,22,39,"Hyderabadi Biryani","2023-08-21","23:33:29","Completed","300.00"
4385,22,21,"Masala Dosa","2023-05-24","23:33:25","Completed","368.00"
806,4,35,"Chicken Biryani","2023-04-04","23:33:23","Completed","456.00"
6435,15,18,"Burger","2023-09-01","23:33:06","Completed","635.00"
1737,17,28,"Burger","2023-03-13","23:33:05","Completed","319.00"
1043,8,17,"Pasta Alfredo","2023-05-03","23:33:03","Completed","274.00"
4254,21,15,"Paneer Tikka","2023-03-07","23:33:02","Completed","209.00"
9213,7,41,"Vegetable Fried Rice","2023-09-21","23:32:54","Completed","289.00"
4259,15,6,"Paneer Butter Masala","2023-05-21","23:32:53","Completed","396.00"
3180,14,59,"Chicken Biryani","2023-07-12","23:32:52","Completed","255.00"
411,18,10,"Chole Bhature","2023-09-23","23:32:51","Completed","302.00"
9829,5,38,"Dal Makhani","2023-10-10","23:32:48","Completed","732.00"
4583,19,19,"Grilled Chicken Sandwich","2023-09-28","23:32:38","Completed","254.00"
7627,8,46,"Burger","2023-05-20","23:32:38","Completed","200.00"
2768,3,47,"Fish Curry","2023-10-02","23:32:37","Completed","451.00"
833,2,58,"Chole Bhature","2023-01-31","23:32:27","Completed","236.00"
4682,20,39,"Lamb Kebab","2023-11-26","23:32:17","Completed","350.00"
7032,6,48,"Mutton Rogan Josh","2023-09-18","23:32:13","Completed","589.00"
4275,17,19,"Lamb Kebab","2023-02-09","23:32:01","Completed","309.00"
5626,21,11,"Paneer Butter Masala","2023-07-28","23:31:41","Completed","242.00"
7881,7,7,"Butter Chicken","2023-06-02","23:31:22","Completed","296.00"
485,17,44,"Egg Curry","2023-03-09","23:31:12","Completed","289.00"
8789,5,22,"Burger","2023-08-22","23:31:08","Completed","348.00"
7154,5,1,"Grilled Chicken Sandwich","2023-03-15","23:31:02","Completed","221.00"
4935,15,23,"Paneer Tikka","2023-11-23","23:30:53","Completed","284.00"
1384,22,45,"Vegetable Fried Rice","2023-03-02","23:30:52","Completed","218.00"
1382,9,49,"Chicken Biryani","2023-11-12","23:30:49","Completed","455.00"
1918,21,59,"Burger","2023-07-12","23:30:43","Completed","336.00"
8510,8,20,"Egg Curry","2023-03-17","23:30:42","Completed","525.00"
5431,15,24,"Paneer Lababdar","2023-06-09","23:30:39","Completed","202.00"
1307,7,21,"Chicken Biryani","2023-06-04","23:30:26","Completed","289.00"
8331,5,57,"Chicken Shawarma","2023-09-13","23:30:26","Completed","316.00"
3137,17,54,"Chole Bhature","2023-01-02","23:30:23","Completed","322.00"
7894,9,41,"Pasta Alfredo","2023-08-26","23:30:21","Completed","682.00"
9351,5,36,"Dal Makhani","2023-12-24","23:30:05","Completed","317.00"
7643,4,1,"Burger","2023-03-09","23:29:58","Completed","335.00"
4915,19,33,"Chicken Shawarma","2023-12-13","23:29:47","Completed","271.00"
942,19,57,"Chole Bhature","2023-12-08","23:29:40","Completed","286.00"
6129,21,54,"Mutton Rogan Josh","2023-09-27","23:29:33","Completed","516.00"
2119,6,60,"Dal Makhani","2023-03-26","23:29:31","Completed","241.00"
5293,19,46,"Grilled Chicken Sandwich","2023-05-08","23:29:26","Completed","302.00"
2732,12,57,"Paneer Lababdar","2023-05-01","23:29:22","Completed","407.00"
7448,5,22,"Egg Curry","2023-02-13","23:29:21","Completed","322.00"
5353,16,40,"Pasta Alfredo","2023-02-05","23:29:13","Completed","349.00"
6330,22,33,"Pasta Alfredo","2023-01-15","23:29:11","Completed","283.00"
306,18,53,"Pizza","2023-05-04","23:29:00","Completed","377.00"
3118,7,36,"Hyderabadi Biryani","2023-06-07","23:28:52","Completed","245.00"
7964,5,13,"Masala Dosa","2023-05-01","23:28:32","Completed","251.00"
9529,9,24,"Egg Curry","2023-02-20","23:28:31","Completed","263.00"
2050,8,53,"Lamb Kebab","2023-07-16","23:28:18","Completed","237.00"
197,12,47,"Samosa","2023-11-28","23:28:07","Completed","201.00"
2811,12,28,"Fish Curry","2023-09-30","23:28:03","Completed","234.00"
216,14,19,"Masala Dosa","2023-08-25","23:27:58","Completed","226.00"
5901,22,7,"Mutton Biryani","2023-07-14","23:27:51","Completed","452.00"
7088,5,54,"Pasta Alfredo","2023-04-07","23:27:44","Completed","295.00"
933,2,24,"Pasta Alfredo","2023-06-25","23:27:43","Completed","311.00"
9640,5,42,"Vegetable Fried Rice","2023-02-03","23:27:37","Completed","288.00"
1169,10,22,"Mutton Rogan Josh","2023-06-15","23:27:35","Completed","338.00"
6387,15,40,"Vegetable Fried Rice","2023-08-11","23:27:27","Completed","202.00"
3343,18,48,"Chole Bhature","2023-03-31","23:27:16","Completed","364.00"
6544,6,5,"Dal Makhani","2023-02-23","23:27:13","Completed","292.00"
1012,11,15,"Burger","2023-11-19","23:27:06","Completed","325.00"
3864,10,5,"Chicken Biryani","2023-02-16","23:26:53","Completed","276.00"
2767,11,58,"Masala Dosa","2023-05-06","23:26:49","Completed","290.00"
4186,20,53,"Paneer Lababdar","2023-12-01","23:26:32","Completed","280.00"
6462,17,2,"Masala Dosa","2023-10-08","23:26:20","Completed","288.00"
8032,8,28,"Pasta Alfredo","2023-10-17","23:26:20","Completed","616.00"
2294,11,26,"Dal Makhani","2023-03-16","23:26:16","Completed","315.00"
9463,5,41,"Prawn Masala","2023-08-13","23:26:04","Completed","331.00"
1660,14,44,"Chicken Biryani","2023-06-22","23:26:03","Completed","289.00"
3679,11,59,"Paneer Tikka","2023-07-08","23:26:02","Completed","213.00"
8934,6,37,"Pizza","2023-10-04","23:25:49","Completed","548.00"
8354,6,9,"Pasta Alfredo","2023-07-09","23:25:37","Completed","225.00"
3740,1,46,"Hyderabadi Biryani","2023-07-12","23:25:22","Not Fulfilled","337.00"
4540,20,15,"Chicken Biryani","2023-10-19","23:25:22","Completed","231.00"
8558,6,15,"Fish Curry","2023-04-08","23:25:20","Not Fulfilled","567.00"
7476,9,22,"Chicken Shawarma","2023-11-25","23:25:02","Completed","224.00"
6318,15,39,"Chicken Shawarma","2023-04-18","23:24:58","Completed","566.00"
7324,5,42,"Dal Makhani","2023-05-26","23:24:58","Completed","330.00"
1550,13,34,"Chicken Biryani","2023-09-19","23:24:53","Completed","246.00"
608,14,6,"Butter Chicken","2023-05-20","23:24:48","Completed","303.00"
1113,4,48,"Mutton Rogan Josh","2023-04-27","23:24:39","Completed","269.00"
9631,5,25,"Chole Bhature","2023-05-09","23:24:36","Completed","211.00"
3187,5,34,"Paneer Tikka","2023-09-04","23:24:35","Completed","294.00"
3487,2,59,"Mutton Rogan Josh","2023-01-01","23:24:33","Completed","274.00"
482,6,1,"Masala Dosa","2023-01-15","23:24:27","Completed","502.00"
8027,9,20,"Dal Makhani","2023-12-30","23:24:27","Completed","319.00"
2770,4,19,"Mutton Biryani","2023-10-19","23:24:22","Completed","432.00"
8734,4,5,"Chicken Tikka","2023-07-08","23:24:06","Completed","301.00"
5599,21,57,"Paneer Tikka","2023-05-31","23:23:52","Completed","224.00"
2935,4,20,"Paneer Tikka","2023-07-27","23:23:47","Completed","341.00"
4646,17,20,"Dal Makhani","2023-12-09","23:23:44","Completed","309.00"
6850,5,17,"Fish Curry","2023-11-22","23:23:30","Completed","344.00"
5923,22,7,"Mutton Biryani","2023-04-02","23:23:29","Completed","344.00"
9378,6,11,"Lamb Kebab","2023-11-27","23:23:27","Completed","271.00"
4216,16,14,"Mutton Biryani","2023-07-08","23:23:26","Completed","248.00"
2283,4,22,"Dal Makhani","2023-05-18","23:23:11","Completed","292.00"
4618,18,3,"Grilled Chicken Sandwich","2023-01-13","23:23:07","Completed","296.00"
5429,18,11,"Butter Chicken","2023-05-31","23:22:53","Completed","211.00"
6002,15,56,"Egg Curry","2023-06-15","23:22:53","Completed","492.00"
5445,15,9,"Chicken Biryani","2023-08-10","23:22:48","Completed","398.00"
8058,5,2,"Masala Dosa","2023-07-17","23:22:42","Completed","250.00"
3692,20,36,"Chole Bhature","2023-12-30","23:22:11","Completed","318.00"
1235,10,5,"Paneer Lababdar","2023-11-16","23:22:07","Completed","539.00"
7491,5,53,"Vegetable Fried Rice","2023-04-08","23:22:07","Completed","271.00"
2576,1,38,"Burger","2023-10-04","23:22:02","Completed","441.00"
6096,16,57,"Vegetable Fried Rice","2023-07-30","23:21:59","Completed","247.00"
4643,16,36,"Chole Bhature","2023-11-07","23:21:23","Completed","306.00"
3625,5,19,"Dal Makhani","2023-01-30","23:21:21","Completed","504.00"
5028,16,8,"Prawn Masala","2023-06-05","23:21:18","Completed","296.00"
2201,15,19,"Masala Dosa","2023-12-13","23:21:15","Completed","333.00"
9963,4,17,"Dal Makhani","2023-04-05","23:21:09","Completed","574.00"
3007,19,58,"Mutton Rogan Josh","2023-12-18","23:21:01","Completed","447.00"
8482,9,23,"Butter Chicken","2023-11-04","23:20:51","Completed","225.00"
8707,9,27,"Paneer Lababdar","2023-05-30","23:20:47","Completed","339.00"
764,2,12,"Dal Makhani","2023-02-04","23:20:35","Completed","225.00"
5068,17,26,"Pasta Alfredo","2023-05-16","23:20:28","Completed","223.00"
8289,7,37,"Lamb Kebab","2023-05-29","23:20:22","Completed","216.00"
8929,5,44,"Paneer Lababdar","2023-02-26","23:20:17","Completed","286.00"
6610,8,20,"Pasta Alfredo","2023-05-11","23:20:15","Completed","311.00"
2762,6,33,"Burger","2023-01-05","23:20:12","Completed","297.00"
6981,5,27,"Dal Makhani","2023-06-23","23:20:09","Completed","238.00"
6815,5,36,"Mutton Biryani","2023-12-02","23:20:00","Completed","596.00"
6802,5,54,"Burger","2023-11-28","23:19:54","Completed","292.00"
447,17,51,"Paneer Butter Masala","2023-11-26","23:19:47","Completed","199.00"
7404,6,38,"Pasta Alfredo","2023-06-06","23:19:42","Completed","346.00"
5316,20,49,"Grilled Chicken Sandwich","2023-07-05","23:19:31","Completed","285.00"
3935,21,14,"Chicken Biryani","2023-04-18","23:19:27","Completed","364.00"
9240,4,60,"Chicken Shawarma","2023-07-08","23:19:25","Completed","685.00"
2678,18,24,"Chole Bhature","2023-06-27","23:19:04","Completed","527.00"
6952,4,42,"Pasta Alfredo","2023-07-02","23:18:49","Completed","288.00"
