"event_id","customer_id","session_id","event_type","event_timestamp"
"100","11","200923d0","view_restaurant","2023-12-24 14:02:34"
"101","11","200923d0","add_to_cart","2023-12-24 14:03:58"
"102","12","8e84771a","app_open","2023-08-29 10:00:00"
"103","12","8e84771a","search","2023-08-29 10:00:39"
"104","12","1af8f8e0","app_open","2023-08-22 09:00:00"
"105","12","1af8f8e0","search","2023-08-22 09:01:25"
"106","12","1af8f8e0","view_restaurant","2023-08-22 09:02:38"
"107","12","1af8f8e0","add_to_cart","2023-08-22 09:04:28"
"108","12","1af8f8e0","checkout","2023-08-22 09:04:50"
"109","13","d8ec38e2","app_open","2023-09-29 16:00:00"
"110","13","d8ec38e2","search","2023-09-29 16:00:30"
"111","13","d8ec38e2","view_restaurant","2023-09-29 16:01:11"
"112","13","d8ec38e2","add_to_cart","2023-09-29 16:02:14"
"113","13","d8ec38e2","checkout","2023-09-29 16:02:48"
"114","13","4042595e","app_open","2023-10-27 20:00:00"
"115","13","f1dba44b","app_open","2023-08-07 08:00:00"
"116","13","f1dba44b","search","2023-08-07 08:00:52"
"117","13","f1dba44b","view_restaurant","2023-08-07 08:01:19"
"118","13","f1dba44b","add_to_cart","2023-08-07 08:02:13"
"119","13","f1dba44b","checkout","2023-08-07 08:03:58"
"120","13","f1dba44b","payment","2023-08-07 08:04:45"
"121","14","dace02ea","app_open","2023-09-30 16:00:00"
"122","14","dace02ea","search","2023-09-30 16:01:41"
"123","14","7e6eba70","app_open","2023-10-08 12:00:00"
"124","14","7e6eba70","search","2023-10-08 12:01:25"
"125","14","7e6eba70","view_restaurant","2023-10-08 12:03:14"
"126","14","7e6eba70","add_to_cart","2023-10-08 12:05:07"
"127","14","4b91fed9","app_open","2023-08-08 08:00:00"
"128","14","4b91fed9","search","2023-08-08 08:00:37"
"129","14","4b91fed9","view_restaurant","2023-08-08 08:02:20"
"130","14","4b91fed9","add_to_cart","2023-08-08 08:03:15"
"131","14","4b91fed9","checkout","2023-08-08 08:03:40"
"132","14","4b91fed9","payment","2023-08-08 08:04:26"
"133","15","5d2b7d56","app_open","2023-11-01 21:00:00"
"134","15","5d2b7d56","search","2023-11-01 21:01:16"
"135","15","5d2b7d56","view_restaurant","2023-11-01 21:03:15"
"136","16","ff6fe7f8","app_open","2023-08-02 20:00:00"
"137","16","ff6fe7f8","search","2023-08-02 20:01:37"
"138","16","ff6fe7f8","view_restaurant","2023-08-02 20:03:13"
"139","17","2f3b6313","app_open","2023-12-21 18:00:00"
"140","17","2f3b6313","search","2023-12-21 18:01:12"
"141","18","31eb54de","app_open","2023-11-11 19:00:00"
"142","18","31eb54de","search","2023-11-11 19:00:15"
"143","18","31eb54de","view_restaurant","2023-11-11 19:01:21"
"144","18","f37a22e4","app_open","2023-12-04 19:00:00"
"145","18","f37a22e4","search","2023-12-04 19:00:18"
"146","18","6ffc072b","app_open","2023-12-11 19:00:00"
"147","18","6ffc072b","search","2023-12-11 19:01:27"
"148","18","6ffc072b","view_restaurant","2023-12-11 19:01:37"
"149","18","6ffc072b","add_to_cart","2023-12-11 19:03:01"
"150","19","10af0d19","app_open","2023-07-09 08:00:00"
"151","19","10af0d19","search","2023-07-09 08:00:46"
"152","19","10af0d19","view_restaurant","2023-07-09 08:02:44"
"153","19","10af0d19","add_to_cart","2023-07-09 08:03:11"
"154","19","10af0d19","checkout","2023-07-09 08:04:04"
"155","19","10af0d19","payment","2023-07-09 08:04:16"
"156","19","4f1cf550","app_open","2023-08-14 19:00:00"
"157","19","4f1cf550","search","2023-08-14 19:01:08"
"158","19","4f1cf550","view_restaurant","2023-08-14 19:01:37"
"159","19","4f1cf550","add_to_cart","2023-08-14 19:01:59"
"160","19","4f1cf550","checkout","2023-08-14 19:03:32"
"161","19","4f1cf550","payment","2023-08-14 19:05:23"
"162","19","7516b671","app_open","2023-11-28 20:00:00"
"163","19","5e853bb6","app_open","2023-11-21 19:00:00"
"164","19","5e853bb6","search","2023-11-21 19:01:43"
"165","19","5e853bb6","view_restaurant","2023-11-21 19:03:11"
"166","20","4b4e8cf2","app_open","2023-11-07 10:00:00"
"167","20","4b4e8cf2","search","2023-11-07 10:01:33"
"168","20","fade9c95","app_open","2023-09-13 22:00:00"
"169","20","fade9c95","search","2023-09-13 22:00:53"
"170","21","f73d3fdb","app_open","2023-08-15 16:00:00"
"171","21","f73d3fdb","search","2023-08-15 16:00:16"
"172","22","4b61b45d","app_open","2023-08-10 22:00:00"
"173","22","4b61b45d","search","2023-08-10 22:01:33"
"174","22","7e95f745","app_open","2023-07-06 17:00:00"
"175","22","b68dfbe0","app_open","2023-10-10 18:00:00"
"176","22","b68dfbe0","search","2023-10-10 18:00:24"
"177","22","b68dfbe0","view_restaurant","2023-10-10 18:00:36"
"178","22","b68dfbe0","add_to_cart","2023-10-10 18:01:15"
"179","22","b68dfbe0","checkout","2023-10-10 18:02:29"
"180","22","b68dfbe0","payment","2023-10-10 18:03:24"
"181","23","d9baf371","app_open","2023-12-21 10:00:00"
"182","23","d9baf371","search","2023-12-21 10:01:41"
"183","23","f423c018","app_open","2023-10-25 10:00:00"
"184","23","f423c018","search","2023-10-25 10:01:50"
"185","23","f423c018","view_restaurant","2023-10-25 10:02:43"
"186","23","f423c018","add_to_cart","2023-10-25 10:02:59"
"187","23","f423c018","checkout","2023-10-25 10:04:48"
"188","23","f423c018","payment","2023-10-25 10:05:21"
"189","23","1b86fec3","app_open","2023-07-12 17:00:00"
"190","23","1b86fec3","search","2023-07-12 17:01:08"
"191","23","053815cd","app_open","2023-10-13 20:00:00"
"192","24","3f3dc87c","app_open","2023-09-09 13:00:00"
"193","24","3f3dc87c","search","2023-09-09 13:00:16"
"194","24","3f3dc87c","view_restaurant","2023-09-09 13:01:54"
"195","24","3f3dc87c","add_to_cart","2023-09-09 13:03:43"
"196","24","3f3dc87c","checkout","2023-09-09 13:04:02"
"197","24","3f3dc87c","payment","2023-09-09 13:05:29"
"198","24","aa8b9917","app_open","2023-12-01 10:00:00"
"199","24","aa8b9917","search","2023-12-01 10:01:59"
"200","24","aa8b9917","view_restaurant","2023-12-01 10:03:58"
"201","24","1dd723a0","app_open","2023-10-15 12:00:00"
"202","24","1dd723a0","search","2023-10-15 12:01:19"
"203","24","4bf84bd0","app_open","2023-09-30 20:00:00"
"204","24","4bf84bd0","search","2023-09-30 20:01:56"
"205","24","4bf84bd0","view_restaurant","2023-09-30 20:03:54"
"206","24","4bf84bd0","add_to_cart","2023-09-30 20:04:42"
"207","24","6b210de5","app_open","2023-12-19 14:00:00"
"208","24","6b210de5","search","2023-12-19 14:01:44"
"209","25","6ef2bfe6","app_open","2023-12-13 17:00:00"
"210","25","6ef2bfe6","search","2023-12-13 17:00:29"
"211","25","6ef2bfe6","view_restaurant","2023-12-13 17:02:12"
"212","25","6ef2bfe6","add_to_cart","2023-12-13 17:02:24"
"213","25","c9213b90","app_open","2023-11-23 18:00:00"
"214","25","c9213b90","search","2023-11-23 18:00:35"
"215","25","c9213b90","view_restaurant","2023-11-23 18:01:58"
"216","26","93109ffb","app_open","2023-08-15 22:00:00"
"217","26","93109ffb","search","2023-08-15 22:00:27"
"218","26","93109ffb","view_restaurant","2023-08-15 22:02:12"
"219","26","93109ffb","add_to_cart","2023-08-15 22:03:39"
"220","26","a7d71c9b","app_open","2023-09-14 15:00:00"
"221","26","a7d71c9b","search","2023-09-14 15:00:54"
"222","26","a7d71c9b","view_restaurant","2023-09-14 15:02:12"
"223","26","6b108c5a","app_open","2023-12-20 14:00:00"
"224","26","6b108c5a","search","2023-12-20 14:01:46"
"225","26","6b108c5a","view_restaurant","2023-12-20 14:03:18"
"226","26","6b108c5a","add_to_cart","2023-12-20 14:05:01"
"227","26","6b108c5a","checkout","2023-12-20 14:06:39"
"228","26","d7f802b5","app_open","2023-07-02 16:00:00"
"229","26","d7f802b5","search","2023-07-02 16:00:14"
"230","26","d7f802b5","view_restaurant","2023-07-02 16:00:27"
"231","26","d7f802b5","add_to_cart","2023-07-02 16:01:31"
"232","26","d7f802b5","checkout","2023-07-02 16:02:37"
"233","26","d7f802b5","payment","2023-07-02 16:04:15"
"234","26","c30ec307","app_open","2023-11-09 12:00:00"
"235","26","c30ec307","search","2023-11-09 12:00:46"
"236","27","ae26e355","app_open","2023-08-28 16:00:00"
"237","27","ae26e355","search","2023-08-28 16:01:52"
"238","27","ae26e355","view_restaurant","2023-08-28 16:02:24"
"239","27","70eafb29","app_open","2023-07-28 08:00:00"
"240","27","70eafb29","search","2023-07-28 08:01:43"
"241","27","70eafb29","view_restaurant","2023-07-28 08:02:29"
"242","27","e10b85dd","app_open","2023-08-25 17:00:00"
"243","27","e10b85dd","search","2023-08-25 17:01:58"
"244","27","abe74ce7","app_open","2023-10-27 14:00:00"
"245","27","abe74ce7","search","2023-10-27 14:01:45"
"246","27","abe74ce7","view_restaurant","2023-10-27 14:02:46"
"247","27","abe74ce7","add_to_cart","2023-10-27 14:03:25"
"248","27","abe74ce7","checkout","2023-10-27 14:03:42"
"249","27","b695ef8c","app_open","2023-08-09 15:00:00"
"250","27","b695ef8c","search","2023-08-09 15:00:30"
"251","27","b695ef8c","view_restaurant","2023-08-09 15:02:03"
"252","28","ae20a65a","app_open","2023-10-11 12:00:00"
"253","28","ae20a65a","search","2023-10-11 12:00:10"
"254","28","f89f74cc","app_open","2023-10-13 22:00:00"
"255","28","f89f74cc","search","2023-10-13 22:00:31"
"256","28","f89f74cc","view_restaurant","2023-10-13 22:01:06"
"257","28","f89f74cc","add_to_cart","2023-10-13 22:02:55"
"258","28","f89f74cc","checkout","2023-10-13 22:04:26"
"259","28","f89f74cc","payment","2023-10-13 22:05:30"
"260","28","ee42862d","app_open","2023-12-17 12:00:00"
"261","28","ee42862d","search","2023-12-17 12:00:34"
"262","28","192f50b9","app_open","2023-07-17 21:00:00"
"263","28","192f50b9","search","2023-07-17 21:01:48"
"264","28","192f50b9","view_restaurant","2023-07-17 21:02:32"
"265","28","192f50b9","add_to_cart","2023-07-17 21:03:17"
"266","28","192f50b9","checkout","2023-07-17 21:05:03"
"267","28","192f50b9","payment","2023-07-17 21:05:58"
"268","29","b2c5e128","app_open","2023-09-04 13:00:00"
"269","29","b2c5e128","search","2023-09-04 13:01:51"
"270","29","b2c5e128","view_restaurant","2023-09-04 13:03:04"
"271","29","b2c5e128","add_to_cart","2023-09-04 13:04:29"
"272","29","b2c5e128","checkout","2023-09-04 13:04:43"
"273","29","b2c5e128","payment","2023-09-04 13:05:17"
"274","30","cda08b49","app_open","2023-08-04 19:00:00"
"275","30","cda08b49","search","2023-08-04 19:01:54"
"276","30","cda08b49","view_restaurant","2023-08-04 19:02:12"
"277","30","cda08b49","add_to_cart","2023-08-04 19:03:22"
"278","30","7460c89e","app_open","2023-10-16 10:00:00"
"279","30","7460c89e","search","2023-10-16 10:00:51"
"280","30","7460c89e","view_restaurant","2023-10-16 10:01:02"
"281","30","7460c89e","add_to_cart","2023-10-16 10:02:51"
"282","30","7460c89e","checkout","2023-10-16 10:04:43"
"283","30","7460c89e","payment","2023-10-16 10:05:20"
"284","30","9b25d0a3","app_open","2023-08-06 21:00:00"
"285","30","9b25d0a3","search","2023-08-06 21:00:55"
"286","30","9b25d0a3","view_restaurant","2023-08-06 21:01:21"
"287","30","9b25d0a3","add_to_cart","2023-08-06 21:01:32"
"288","30","9b25d0a3","checkout","2023-08-06 21:02:38"
"289","30","9b25d0a3","payment","2023-08-06 21:03:34"
"290","30","fa82b8e1","app_open","2023-07-04 17:00:00"
"291","30","0288392b","app_open","2023-07-04 16:00:00"
"292","30","0288392b","search","2023-07-04 16:00:22"
"293","31","73ed2b49","app_open","2023-10-16 08:00:00"
"294","31","73ed2b49","search","2023-10-16 08:00:47"
"295","31","73ed2b49","view_restaurant","2023-10-16 08:02:01"
"296","31","73ed2b49","add_to_cart","2023-10-16 08:02:51"
"297","31","4626aeea","app_open","2023-08-28 09:00:00"
"298","31","4626aeea","search","2023-08-28 09:01:27"
"299","31","4626aeea","view_restaurant","2023-08-28 09:01:40"
"300","31","4626aeea","add_to_cart","2023-08-28 09:03:01"
"301","31","16ff360b","app_open","2023-10-02 12:00:00"
"302","31","16ff360b","search","2023-10-02 12:01:41"
"303","32","e037eb4c","app_open","2023-08-18 18:00:00"
"304","32","e037eb4c","search","2023-08-18 18:00:44"
"305","32","e037eb4c","view_restaurant","2023-08-18 18:01:59"
"306","32","9aec8961","app_open","2023-08-17 12:00:00"
"307","32","9aec8961","search","2023-08-17 12:01:59"
"308","32","9aec8961","view_restaurant","2023-08-17 12:03:14"
"309","32","9aec8961","add_to_cart","2023-08-17 12:03:38"
"310","32","9aec8961","checkout","2023-08-17 12:04:20"
"311","32","9aec8961","payment","2023-08-17 12:05:09"
"312","32","f93061e1","app_open","2023-12-03 20:00:00"
"313","32","f93061e1","search","2023-12-03 20:01:29"
"314","32","f93061e1","view_restaurant","2023-12-03 20:03:19"
"315","32","496c26c4","app_open","2023-08-18 14:00:00"
"316","32","496c26c4","search","2023-08-18 14:01:38"
"317","32","496c26c4","view_restaurant","2023-08-18 14:02:20"
"318","32","a72e2ff0","app_open","2023-09-30 22:00:00"
"319","33","95e9c2fd","app_open","2023-11-20 15:00:00"
"320","33","95e9c2fd","search","2023-11-20 15:00:58"
"321","33","95e9c2fd","view_restaurant","2023-11-20 15:01:23"
"322","33","f8bed57d","app_open","2023-11-25 19:00:00"
"323","33","f8bed57d","search","2023-11-25 19:00:52"
"324","33","f8bed57d","view_restaurant","2023-11-25 19:02:32"
"325","33","f8bed57d","add_to_cart","2023-11-25 19:03:40"
"326","33","f8bed57d","checkout","2023-11-25 19:05:18"
"327","33","f8bed57d","payment","2023-11-25 19:06:58"
